company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
קיה,פיקנטו,2019,1248,7000,1,אוטומטית,אדום,חברה,81900,בנזין,84
סקודה,קארוק,2019,1498,85314,1,אוטומטית,כסף מטלי,חברה,124900,בנזין,150
פיג'ו,3008,2018,1499,130754,1,אוטומטית,אפור,חברה,113900,דיזל,130
סיאט,ארונה,2018,999,74500,1,אוטומטית,שנהב לבן,פרטי,90500,בנזין,115
ניסאן,אקס טרייל,2021,1332,91293,1,אוטומטית,שחור מטלי,ליסינג,135000,בנזין,160
ניסאן,סנטרה,2021,1997,78138,1,אוטומטית,לבן,-,98900,בנזין,149
קיה,פיקנטו,2020,1248,38550,1,אוטומטית,שחור,ליסינג,75694,בנזין,84
אאודי,Q8,2021,2967,50000,2,אוטומטית,שחור,פרטי,535000,דיזל,286
קיה,פיקנטו,2020,1248,36480,1,אוטומטית,שנהב לבן,פרטי,82900,בנזין,84
מאזדה,CX-30,2020,1998,75323,1,אוטומטית,כסף,ליסינג,114668,בנזין,165
קיה,סטוניק,2020,998,57288,1,אוטומטית,שנהב לבן,ליסינג,89387,בנזין,120
שברולט,טראקס,2016,1364,143200,2,אוטומטית,שנהב לבן,פרטי,44900,בנזין,140
ב מ וו,סדרה 1,2018,1499,69000,2,אוטומטית,שנהב לבן,חברה,101000,בנזין,136
מאזדה,2,2023,1496,0,1,אוטומטית,שחור,חברה,108500,בנזין,116
אאודי,TT,2021,1984,47956,1,אוטומטית,שנהב לבן,חברה,230000,בנזין,197
סקודה,קארוק,2021,1498,36500,2,אוטומטית,כסף מטלי,פרטי,134000,בנזין,150
יונדאי,איוניק,2020,1580,106012,1,אוטומטית,אפור,ליסינג,102777,בנזין,141
סקודה,קארוק,2020,1498,72659,1,אוטומטית,אפור כהה,ליסינג,114734,בנזין,150
מיצובישי,אאוטלנדר,2020,1998,65693,1,אוטומטית,שחור,חברה,150900,בנזין,150
סוזוקי,SX4,2011,1586,82783,1,אוטומטית,שנהב לבן,פרטי,38900,בנזין,119
מיצובישי,L200,2019,2442,62309,1,אוטומטית,שנהב לבן,ליסינג,146200,דיזל,154
צ'רי,טיגו,2023,1598,0,1,אוטומטית,שנהב לבן,חברה,180900,בנזין,186
אם.ג'י - ‏MG,ZS,2020,0,85250,1,אוטומטית,תכלת,פרטי,109900,חשמל,143
סיאט,ארונה,2021,999,59209,1,אוטומטית,שנהב לבן,השכרה,107104,בנזין,110
ניסאן,קשקאי,2019,1461,129071,1,אוטומטית,לבן,ליסינג,97900,דיזל,115
ניסאן,קשקאי,2019,1332,69047,2,אוטומטית,אפור מטל,פרטי,114900,בנזין,159
יונדאי,איוניק,2019,1580,114348,1,אוטומטית,שנהב לבן,ליסינג,99369,בנזין,141
אאודי,A3,2022,1498,17591,1,אוטומטית,אדום מטל,פרטי,190900,בנזין,150
רנו,גרנד קופה,2019,1461,142410,2,אוטומטית,לבן,-,78900,דיזל,110
קיה,פיקנטו,2020,1248,45000,1,אוטומטית,כסוף כהה,פרטי,83900,בנזין,84
שברולט,ספארק,2019,1399,29300,1,אוטומטית,שנהב לבן,פרטי,77900,בנזין,98
שברולט,ספארק,2020,1399,39584,1,אוטומטית,אפור מטל,פרטי,83900,בנזין,98
איסוזו,D-MAX,2022,1898,54000,3,אוטומטית,אפור מטל,פרטי,258000,דיזל,163
קיה,פיקנטו,2019,1248,97560,1,אוטומטית,כסף,השכרה,61896,בנזין,84
סקודה,אוקטביה,2018,999,92126,1,אוטומטית,אפור מטל,חברה,98775,בנזין,115
מיצובישי,ספייס סטאר,2015,1193,111300,2,אוטומטית,שנהב לבן,פרטי,39900,בנזין,80
קיה,NIRO ‏PLUS ‏PHEV,2023,1580,1500,1,אוטומטית,אפור,חברה,167000,חשמל/בנזין,141
קיה,פיקנטו,2019,1248,73000,2,אוטומטית,שחור,חברה,73000,בנזין,84
קיה,נירו,2019,1580,89600,1,אוטומטית,שנהב לבן,ליסינג,96300,בנזין,141
אאודי,Q2,2021,1498,31000,2,אוטומטית,אפור כהה מטלי,חברה,152000,בנזין,150
טויוטה,קורולה,2016,1598,136600,2,אוטומטית,כסף מטלי,חברה,69000,בנזין,132
רנו,קליאו,2020,999,81761,1,אוטומטית,שנהב לבן,ליסינג,65000,בנזין,101
יונדאי,I10,2019,1248,35600,2,אוטומטית,כסף,פרטי,69900,בנזין,87
טויוטה,קורולה,2019,1798,91762,1,אוטומטית,שנהב לבן,ליסינג,96800,בנזין,98
טויוטה,קורולה,2021,1798,55100,1,אוטומטית,שנהב לבן,ליסינג,123560,בנזין,98
קיה,סטוניק,2020,998,68981,1,אוטומטית,שנהב לבן,ליסינג,90052,בנזין,120
הונדה,סיוויק,2017,1498,99980,2,אוטומטית,שחור מטלי,פרטי,83900,בנזין,182
סקודה,OCTAVIA ‏IV,2022,1395,24000,1,אוטומטית,שנהב לבן,פרטי,180000,חשמל/בנזין,150
סקודה,סופרב,2020,1498,85000,1,אוטומטית,כסף מטלי,חברה,147000,בנזין,150
יונדאי,I10,2020,1197,16710,1,אוטומטית,שחור,פרטי,75900,בנזין,84
ניסאן,אקס טרייל,2021,1332,93740,1,אוטומטית,שנהב לבן,חברה,135000,בנזין,160
סקודה,קארוק,2020,1498,60810,1,אוטומטית,שנהב לבן,חברה,144900,בנזין,150
מאזדה,3,2019,1998,108453,1,אוטומטית,שנהב לבן,ליסינג,87861,בנזין,165
קיה,פיקנטו,2018,1248,53754,1,אוטומטית,כסף,פרטי,72900,בנזין,84
אאודי,A3,2023,1498,0,1,אוטומטית,שנהב לבן,פרטי,223010,בנזין,150
טויוטה,קורולה,2021,1490,72065,1,אוטומטית,שנהב לבן,ליסינג,117394,בנזין,125
אאודי,Q4,2022,0,4200,1,אוטומטית,שחור מטלי,חברה,310000,חשמל,204
סקודה,קארוק,2019,1498,115255,1,אוטומטית,כסף מטלי,חברה,104457,בנזין,150
סקודה,קארוק,2019,1498,78000,1,אוטומטית,אפור כהה,פרטי,117200,בנזין,150
מאזדה,CX-5,2023,1998,0,1,אוטומטית,שחור,חברה,178500,בנזין,165
יונדאי,I10,2021,1197,30248,1,ידנית,שנהב לבן,פרטי,62000,בנזין,84
פולקסווגן,פולו,2016,1798,92000,2,אוטומטית,שנהב לבן,פרטי,85000,בנזין,192
קיה,נירו,2019,1580,71500,1,אוטומטית,כסף,חברה,109686,בנזין,141
קיה,סטוניק,2020,998,34644,1,אוטומטית,שנהב לבן,פרטי,107900,בנזין,120
קיה,סלטוס,2020,1999,40000,1,אוטומטית,שחור,חברה,120900,בנזין,149
פולקסווגן,פאסאט,2018,1798,86500,1,אוטומטית,שנהב לבן,פרטי,93900,בנזין,180
קיה,נירו,2022,0,6500,1,אוטומטית,אפור,פרטי,190500,חשמל,204
מרצדס,GLC,2021,1991,53000,2,אוטומטית,שחור,פרטי,445000,חשמל/בנזין,211
קיה,פיקנטו,2019,1248,70959,1,אוטומטית,שחור,פרטי,78900,בנזין,84
יונדאי,I10,2019,1248,95535,1,אוטומטית,כסף,-,62843,בנזין,87
קיה,פיקנטו,2020,1248,69100,1,אוטומטית,כסף,השכרה,73265,בנזין,84
שברולט,בלייזר,2021,3649,48000,1,אוטומטית,כסף מטלי,חברה,227000,בנזין,308
אופל,זפירה,2018,1364,104000,2,אוטומטית,שחור מטלי,פרטי,80000,בנזין,140
מאזדה,CX-30,2021,1998,21657,1,אוטומטית,כסף,פרטי,152900,בנזין,165
מיצובישי,אאוטלנדר,2020,1998,81222,1,אוטומטית,כסף מטלי,ליסינג,133116,בנזין,150
קיה,סטוניק,2020,998,54210,1,אוטומטית,כסף,חברה,103900,בנזין,120
יונדאי,טוסון,2019,1999,88170,1,אוטומטית,שחור,ליסינג,105809,בנזין,155
קיה,סטוניק,2020,998,22130,1,אוטומטית,שנהב לבן,חברה,111900,בנזין,120
סיאט,אטקה,2017,1395,142000,2,אוטומטית,כסף,פרטי,92000,בנזין,150
קיה,סלטוס,2021,1999,30900,1,אוטומטית,כתום,חברה,124900,בנזין,149
קיה,ספורטאז,2021,1591,37000,2,אוטומטית,שנהב לבן,פרטי,125000,בנזין,177
קיה,ספורטאז,2015,1591,138000,3,אוטומטית,אפור כהה,פרטי,63900,בנזין,133
פיג'ו,3008,2017,1598,69000,2,אוטומטית,אפור כהה,פרטי,115600,בנזין,165
קיה,נירו,2018,1580,60565,1,אוטומטית,אדום,חברה,109900,בנזין,141
סקודה,סופרב,2018,1395,130000,1,אוטומטית,קפה מטאלי,פרטי,111000,בנזין,150
יונדאי,I10,2021,1197,27783,1,אוטומטית,כסף,חברה,76261,בנזין,84
סקודה,קארוק,2019,1498,67000,1,אוטומטית,בז,פרטי,110000,בנזין,150
קיה,נירו,2019,1580,60088,1,אוטומטית,טורקיז,חברה,120900,בנזין,141
מיצובישי,אקליפס,2020,1499,40312,1,אוטומטית,שנהב לבן,חברה,126900,בנזין,163
קיה,ספורטאז,2020,1999,91310,1,אוטומטית,שחור,ליסינג,116319,בנזין,155
פיג'ו,208,2017,1199,28000,1,אוטומטית,אדום,חברה,56900,בנזין,110
טויוטה,קורולה,2019,1798,82142,1,אוטומטית,שנהב לבן,ליסינג,111402,בנזין,98
קיה,נירו,2018,1580,88000,1,אוטומטית,כסף,פרטי,111900,בנזין,141
קיה,נירו,2019,1580,134786,1,אוטומטית,שנהב לבן,חברה,98900,בנזין,141
פיג'ו,3008,2021,1499,54276,1,אוטומטית,אפור פלדה,פרטי,149900,דיזל,130
לקסוס,UX,2019,1987,103034,1,אוטומטית,שנהב לבן,ליסינג,130225,בנזין,173
יונדאי,I10,2020,1197,52734,1,אוטומטית,אפור מטל,ליסינג,68437,בנזין,84
אאודי,A5,2023,1984,0,1,אוטומטית,שחור,חברה,395183,בנזין,150
קיה,נירו,2019,1580,96247,1,אוטומטית,אפור,ליסינג,105461,בנזין,141
יונדאי,I10,2020,1197,39355,1,אוטומטית,אפור מטל,ליסינג,70449,בנזין,84
פיג'ו,3008,2017,1560,148859,2,אוטומטית,שנהב לבן,פרטי,78900,דיזל,120
מאזדה,CX-30,2021,1998,26544,1,אוטומטית,שנהב לבן,פרטי,149900,בנזין,165
סקודה,פאביה,2018,999,58000,1,אוטומטית,כסף מטלי,פרטי,63500,בנזין,110
קיה,ספורטאז,2017,1591,107778,1,אוטומטית,שנהב לבן,פרטי,97900,בנזין,177
ב מ וו,X4,2017,1997,89920,2,אוטומטית,שחור,חברה,166900,בנזין,184
טויוטה,ראב 4,2019,2494,119000,1,אוטומטית,שנהב לבן,חברה,129000,בנזין,155
סיאט,אטקה,2017,1395,128142,1,אוטומטית,כחול מטל,-,104900,בנזין,150
ב מ וו,X3,2017,1997,73706,1,אוטומטית,שנהב לבן,חברה,159900,בנזין,245
מאזדה,CX-5,2015,1998,99600,2,אוטומטית,כסוף כהה,פרטי,83900,בנזין,155
קיה,פיקנטו,2017,1248,93000,2,אוטומטית,אדום,פרטי,63900,בנזין,84
סובארו,XV,2020,1995,49010,2,אוטומטית,כתום,-,118900,בנזין,152
יונדאי,איוניק,2019,1580,120057,1,אוטומטית,לבן,-,87100,בנזין,141
רנו,מגאן,2019,1461,82442,1,אוטומטית,כסף מטלי,ליסינג,84700,דיזל,116
שברולט,ספארק,2017,1399,90000,2,אוטומטית,אפור מטל,פרטי,62900,בנזין,98
יונדאי,טוסון,2020,1999,55353,1,אוטומטית,שנהב לבן,חברה,144900,בנזין,155
אאודי,A7,2019,1798,99400,2,אוטומטית,לבן,-,213000,בנזין,190
סקודה,סופרב,2019,1395,76460,1,אוטומטית,קפה מטאלי,-,132000,בנזין,150
ניסאן,מקסימה,2018,3498,95624,1,אוטומטית,אפור כחול מטלי,חברה,112918,בנזין,300
קיה,פיקנטו,2017,1248,44592,1,אוטומטית,כסוף כהה,פרטי,69900,בנזין,84
קיה,ספורטאז,2014,1998,84000,1,אוטומטית,כסף,חברה,76900,בנזין,166
פולקסווגן,טיגואן,2017,1395,52001,1,אוטומטית,שחור,פרטי,111900,בנזין,150
טויוטה,ראב 4,2020,1987,72103,3,אוטומטית,כסף מטלי,פרטי,182000,בנזין,175
קיה,סלטוס,2020,1999,39018,1,אוטומטית,שנהב לבן,פרטי,127900,בנזין,149
אאודי,Q5,2015,1984,121284,2,אוטומטית,אפור כהה מטלי,פרטי,92900,בנזין,225
קיה,נירו,2020,1580,44942,1,אוטומטית,כסף,פרטי,137900,חשמל/בנזין,105
קיה,סלטוס,2021,1999,10543,1,אוטומטית,שנהב לבן,חברה,138900,בנזין,149
טסלה,מודל 3,2022,0,2,1,אוטומטית,כחול מטל,חברה,249803,חשמל,498
ניסאן,קשקאי,2020,1461,44038,1,אוטומטית,כסף מטלי,חברה,131900,דיזל,115
קיה,סטוניק,2020,998,56289,1,אוטומטית,כסף,ליסינג,91533,בנזין,120
שברולט,ספארק,2018,1399,82988,2,אוטומטית,שחור מטלי,פרטי,67900,בנזין,98
רנו,קליאו,2021,999,125098,1,אוטומטית,שחור מטלי,השכרה,59900,בנזין,101
סקודה,אוקטביה,2019,1498,73000,1,אוטומטית,שחור מטלי,חברה,104600,בנזין,150
מיצובישי,אאוטלנדר,2015,1998,132000,2,אוטומטית,כסף תכלת מטלי,חברה,102000,חשמל/בנזין,121
מאזדה,CX-5,2020,1998,54000,2,אוטומטית,לבן,פרטי,159900,בנזין,165
סקודה,ראפיד,2019,999,105875,1,אוטומטית,כסף מטלי,ליסינג,58400,בנזין,110
פיג'ו,3008,2017,1598,70000,1,אוטומטית,אפור,חברה,117000,בנזין,165
יונדאי,I25,2017,1591,88576,1,אוטומטית,כסף,ליסינג,62700,בנזין,124
סקודה,קארוק,2020,1498,103900,1,אוטומטית,שנהב לבן,ליסינג,102600,בנזין,150
יונדאי,I10,2019,1248,65044,1,אוטומטית,שנהב לבן,ליסינג,62498,בנזין,87
וולבו,XC60 ‏B5 ‏FWD,2023,1969,0,1,אוטומטית,שחור,חברה,317000,בנזין,250
אופל,גרנדלנד,2020,1499,87156,1,אוטומטית,שחור,ליסינג,110275,דיזל,130
סקודה,קארוק,2020,1498,60827,1,אוטומטית,כסף מטלי,ליסינג,118404,בנזין,150
קיה,סטוניק,2020,998,42000,2,אוטומטית,כסף,פרטי,89900,בנזין,120
קיה,אקס סיד,2021,1353,54000,1,אוטומטית,כחול כהה,פרטי,106900,בנזין,140
אאודי,Q2,2020,1498,52500,1,אוטומטית,שחור,חברה,150000,בנזין,150
קיה,פיקנטו,2018,1248,80126,1,אוטומטית,שחור,-,71900,בנזין,84
קיה,נירו,2019,1580,99991,1,אוטומטית,שנהב לבן,ליסינג,105835,בנזין,141
סיאט,קופרה,2022,1498,18000,2,אוטומטית,שנהב לבן,פרטי,161000,בנזין,150
יונדאי,טוסון,2017,1999,104000,2,אוטומטית,אפור,חברה,99900,בנזין,155
טויוטה,קורולה,2019,1798,115373,1,אוטומטית,שנהב לבן,ליסינג,115500,בנזין,98
קיה,נירו,2018,1580,61000,1,אוטומטית,אפור,פרטי,111900,בנזין,141
אם.ג'י - ‏MG,ZS,2020,0,67000,2,אוטומטית,תכלת,חברה,118300,חשמל,143
טסלה,מודל 3,2022,0,2,1,אוטומטית,שחור,חברה,247017,חשמל,498
יונדאי,I10,2020,1197,24876,1,אוטומטית,שנהב לבן,ליסינג,73777,בנזין,84
יונדאי,איוניק,2019,1580,108395,1,אוטומטית,שנהב לבן,ליסינג,97129,בנזין,141
קיה,ריו,2012,1396,158250,3,אוטומטית,שחור,פרטי,37900,בנזין,109
סקודה,סופרב,2018,1798,55000,4,אוטומטית,כסף מטלי,-,169900,בנזין,180
יונדאי,איוניק,2019,1580,92100,1,אוטומטית,כסף,ליסינג,96339,בנזין,141
קיה,פיקנטו,2020,1248,44350,1,אוטומטית,שנהב לבן,חברה,83900,בנזין,84
פיג'ו,208,2022,1199,7000,1,אוטומטית,שנהב לבן,פרטי,112900,בנזין,130
קיה,פיקנטו,2019,1248,82944,1,אוטומטית,כסוף כהה,השכרה,63186,בנזין,84
מיצובישי,אטראז,2020,1193,71854,1,אוטומטית,שנהב לבן,ליסינג,64625,בנזין,80
יונדאי,טוסון,2020,1999,30500,1,אוטומטית,כסף,חברה,144000,בנזין,155
אם.ג'י - ‏MG,MG ‏EHS,2023,1490,0,1,אוטומטית,שנהב לבן,ליסינג,182900,חשמל/בנזין,162
קיה,נירו,2017,1580,113500,1,אוטומטית,שנהב לבן,חברה,96000,בנזין,141
ג'י.איי.סי - ‏GAC,GE3,2021,0,24600,2,אוטומטית,ברונזה,פרטי,109900,חשמל,177
פורד,אקספלורר,2016,3497,132000,3,אוטומטית,שחור,פרטי,126900,בנזין,290
קיה,נירו,2018,1580,89863,1,אוטומטית,שנהב לבן,פרטי,110900,בנזין,141
יונדאי,טוסון,2019,1999,30000,1,אוטומטית,אפור,פרטי,138000,בנזין,155
טסלה,מודל 3,2022,0,2,1,אוטומטית,שנהב לבן,חברה,239590,חשמל,498
קיה,פיקנטו,2020,1248,84115,1,אוטומטית,כסף,ליסינג,76600,בנזין,84
