company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
יונדאי,I20,2019,998,65715,1,אוטומטית,לבן,-,71800,בנזין,100
קיה,נירו,2019,1580,91191,1,אוטומטית,שחור,ליסינג,102287,בנזין,141
ב מ וו,סדרה 1 - ‏M,2021,1998,39000,2,אוטומטית,כחול מטל,פרטי,289900,בנזין,306
מרצדס,C-Class,2017,2996,125000,5,אוטומטית,כחול,-,259900,בנזין,367
סקודה,קודיאק,2019,1498,93000,1,אוטומטית,אפור מטל,חברה,151000,בנזין,150
טויוטה,קורולה,2020,1798,84110,1,אוטומטית,שנהב לבן,ליסינג,107300,בנזין,98
מיצובישי,אטראז,2020,1193,62884,1,אוטומטית,שחור,ליסינג,75100,בנזין,80
יונדאי,טוסון,2023,1999,0,1,אוטומטית,שחור,חברה,179900,בנזין,156
סקודה,קודיאק,2021,1498,45179,1,אוטומטית,שחור מטלי,ליסינג,179317,בנזין,150
סיטרואן,ספייסטורר,2020,1199,79508,1,אוטומטית,אפור פלדה,ליסינג,118885,בנזין,130
קיה,פיקנטו,2018,1248,37500,1,אוטומטית,בז,-,74300,בנזין,84
אאודי,Q3,2021,1498,35000,1,אוטומטית,כסף,-,210000,בנזין,150
טויוטה,יאריס,2018,1496,127248,2,אוטומטית,כסף מטלי,חברה,74900,בנזין,112
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,לבן,חברה,163900,בנזין,155
סקודה,קודיאק,2018,1968,169000,1,אוטומטית,אפור מטל,פרטי,139000,דיזל,150
ניסאן,אקס טרייל,2017,1598,102000,2,אוטומטית,שנהב לבן,חברה,95000,דיזל,130
פיג'ו,3008,2020,1499,59214,1,אוטומטית,אפור פלדה,חברה,136740,דיזל,130
מרצדס,E-Class,2021,1991,40000,1,אוטומטית,שחור מטלי,-,400000,חשמל/בנזין,211
אינפיניטי,QX60,2016,3498,114000,2,אוטומטית,כסף מטלי,חברה,115000,בנזין,265
פיג'ו,3008,2018,1598,56000,1,אוטומטית,שנהב לבן,חברה,126000,בנזין,165
הונדה,CR-V,2021,1498,43228,1,אוטומטית,שחור מטלי,-,160360,בנזין,192
מיצובישי,אאוטלנדר,2020,2360,51000,1,אוטומטית,אפור,פרטי,162500,חשמל/בנזין,135
סקודה,קארוק,2019,1498,96461,1,אוטומטית,שחור,ליסינג,111436,בנזין,150
מרצדס,CLA,2023,1332,0,1,אוטומטית,שחור,חברה,264900,בנזין,136
אאודי,A5,2017,1984,143000,3,אוטומטית,שחור מטלי,-,165000,בנזין,252
אאודי,A1,2022,1498,22000,1,אוטומטית,שנהב לבן,חברה,173000,בנזין,150
יונדאי,I10,2020,1197,74494,1,אוטומטית,אפור מטל,ליסינג,64157,בנזין,84
טויוטה,קורולה,2019,1798,139826,1,אוטומטית,כסף מטלי,השכרה,114554,בנזין,98
קיה,סטוניק,2019,998,118891,1,אוטומטית,לבן,-,74200,בנזין,120
לנד רובר,ריינג׳ רובר ספורט,2020,1997,71000,1,אוטומטית,שנהב לבן,פרטי,485000,חשמל/בנזין,404
אאודי,A8,2015,2995,178000,2,אוטומטית,-,-,120000,בנזין,310
טויוטה,BZ4X,2023,0,0,1,אוטומטית,לבן,חברה,285000,חשמל,218
קיה,ספורטאז,2016,1999,106489,2,אוטומטית,לבן,-,87900,בנזין,155
קיה,פיקנטו,2019,1248,46316,2,אוטומטית,שחור,-,70900,בנזין,84
סקודה,אוקטביה,2019,999,114401,1,אוטומטית,אפור מטל,חברה,108024,בנזין,115
סקודה,אוקטביה,2019,1498,124471,1,אוטומטית,כסף מטלי,-,79200,בנזין,150
פיג'ו,3008,2019,1499,68720,1,אוטומטית,אפור כהה,חברה,130380,דיזל,130
מיצובישי,אאוטלנדר,2017,1998,99000,2,אוטומטית,שחור,-,123400,חשמל/בנזין,121
קיה,פיקנטו,2020,1248,78108,1,אוטומטית,שנהב לבן,השכרה,62605,בנזין,84
טויוטה,קורולה,2020,1798,97660,1,אוטומטית,שנהב לבן,ליסינג,113917,בנזין,98
שברולט,אקווינוקס,2019,1490,51704,1,אוטומטית,שנהב לבן,ליסינג,125400,בנזין,170
מיצובישי,אטראז,2020,1193,63716,1,אוטומטית,שנהב לבן,ליסינג,63982,בנזין,80
קיה,ספורטאז,2019,1591,118001,1,אוטומטית,כסף,ליסינג,93000,בנזין,132
סובארו,פורסטר,2015,1998,117000,1,אוטומטית,לבן,-,100000,בנזין,240
אאודי,Q5,2022,1984,0,1,אוטומטית,לבן,-,320000,בנזין,265
טויוטה,ונזה,2021,2487,22000,1,אוטומטית,שנהב לבן,חברה,312000,בנזין,176
סקודה,קודיאק,2018,1984,106000,1,אוטומטית,כחול פחם מטלי,-,161000,בנזין,180
קיה,נירו,2019,1580,129211,1,אוטומטית,כסף,ליסינג,95943,בנזין,141
סקודה,קודיאק,2019,1968,138000,2,אוטומטית,אפור כהה,-,139000,דיזל,150
יונדאי,I20,2019,998,124821,1,אוטומטית,כסף,-,63000,בנזין,100
וולבו,XC40,2023,1969,0,1,אוטומטית,לבן,חברה,268000,בנזין,163
אם.ג'י - ‏MG,ZS,2020,0,30300,1,אוטומטית,שנהב לבן,חברה,115408,חשמל,143
מיצובישי,אאוטלנדר,2017,1998,204000,2,אוטומטית,אפור,חברה,75000,בנזין,150
מיצובישי,ספייס סטאר,2020,1193,81385,1,אוטומטית,כסוף בהיר,חברה,59045,בנזין,80
קיה,נירו,2019,1580,83527,1,אוטומטית,שחור,חברה,115724,בנזין,141
פולקסווגן,ID4,2023,0,0,1,אוטומטית,לבן,חברה,269900,חשמל,170
סקודה,קודיאק,2020,1498,88325,1,אוטומטית,אפור כהה,ליסינג,134787,בנזין,150
מאזדה,3,2019,1998,120890,1,אוטומטית,שנהב לבן,השכרה,92500,בנזין,165
יונדאי,איוניק,2021,1580,93587,1,אוטומטית,שחור מטלי,חברה,128100,בנזין,141
ג'יפ,קומפאס,2019,1368,34568,1,אוטומטית,לבן,-,142900,בנזין,170
רנו,מגאן,2019,1461,143588,1,אוטומטית,שנהב לבן,ליסינג,85000,דיזל,116
מאזדה,CX-5,2019,1998,26885,1,אוטומטית,כחול,-,138672,בנזין,165
טויוטה,קורולה,2019,1798,96675,1,אוטומטית,כסף מטלי,ליסינג,114947,בנזין,98
יונדאי,איוניק,2020,1580,111407,1,אוטומטית,לבן,-,98700,בנזין,141
פיג'ו,2008,2019,1199,69909,1,אוטומטית,אפור כהה,ליסינג,66707,בנזין,110
סקודה,קארוק,2020,1498,55488,1,אוטומטית,שחור מטלי,-,122800,בנזין,150
פיג'ו,208,2018,1199,138583,1,אוטומטית,כחול,-,46130,בנזין,110
רנו,קליאו,2019,1461,122980,1,אוטומטית,שחור מטלי,השכרה,65000,דיזל,90
פיג'ו,2008,2020,1199,75500,1,אוטומטית,שחור,פרטי,105000,בנזין,130
אם.ג'י - ‏MG,ZS,2020,0,64000,1,אוטומטית,לבן,-,110900,חשמל,143
טויוטה,קורולה,2019,1798,99120,1,אוטומטית,כסף מטלי,ליסינג,110526,בנזין,98
יונדאי,אקסנט,2020,1368,115590,1,אוטומטית,שנהב לבן,ליסינג,78400,בנזין,100
קיה,ספורטאז,2020,1598,84185,1,אוטומטית,כסף,ליסינג,112700,דיזל,136
קיה,פיקנטו,2020,1248,70275,1,אוטומטית,כסף,ליסינג,71040,בנזין,84
מיצובישי,אאוטלנדר,2020,1998,75269,1,אוטומטית,אפור,חברה,147804,בנזין,150
יונדאי,טוסון,2018,1999,100184,2,אוטומטית,לבן,-,104900,בנזין,155
יונדאי,טוסון,2019,1999,84987,1,אוטומטית,לבן,-,108491,בנזין,155
שברולט,ספארק,2020,1399,65368,1,אוטומטית,כסף מטלי,ליסינג,66740,בנזין,98
סקודה,אוקטביה,2019,999,91338,1,אוטומטית,קפה מטאלי,-,109133,בנזין,115
קיה,ספורטאז,2018,1591,113185,1,אוטומטית,לבן,-,102900,בנזין,177
שברולט,מאליבו,2022,1490,7000,1,אוטומטית,שנהב לבן,חברה,160000,בנזין,163
איסוזו,PICK-UP,2019,1898,38070,1,אוטומטית,שנהב לבן,ליסינג,175000,דיזל,163
יונדאי,טוסון,2023,1598,0,1,אוטומטית,שנהב לבן,חברה,194900,בנזין,180
מרצדס,GLE ‏COUPE,2023,2925,0,1,אוטומטית,שחור,חברה,725000,דיזל,330
יונדאי,I25,2018,1591,117805,1,אוטומטית,שנהב לבן,חברה,78173,בנזין,124
קיה,נירו,2020,1580,112024,1,אוטומטית,שנהב לבן,ליסינג,100400,בנזין,141
די. אס - ‏DS,DS4,2023,1598,0,1,אוטומטית,לבן,חברה,245000,בנזין,225
סקודה,סקאלה,2020,999,84880,1,אוטומטית,אפור כהה,ליסינג,82000,בנזין,115
שברולט,אקווינוקס,2020,1490,69797,1,אוטומטית,לבן,ליסינג,139045,בנזין,170
פורד,קוגה,2019,1498,108478,1,אוטומטית,לבן,ליסינג,85824,בנזין,175
יגואר,E-PACE,2021,1498,17500,1,ידנית,שנהב לבן,חברה,220000,בנזין,160
רנו,קנגו,2019,1461,83670,1,אוטומטית,שנהב לבן,ליסינג,82200,דיזל,91
אם.ג'י - ‏MG,ZS,2021,0,23264,1,אוטומטית,תכלת מטאלי,-,119900,חשמל,143
מיצובישי,ASX,2019,1998,36079,1,אוטומטית,אפור,-,100000,בנזין,150
ניסאן,קשקאי,2020,1461,80596,1,אוטומטית,שנהב לבן,חברה,99900,דיזל,115
אאודי,Q3,2023,1498,0,1,אוטומטית,לבן,חברה,297352,בנזין,150
מיצובישי,ASX,2019,1998,97000,2,אוטומטית,שחור,-,85000,בנזין,150
סקודה,קארוק,2019,999,84174,1,אוטומטית,אפור מטל,ליסינג,108925,בנזין,115
יונדאי,קונה,2022,0,7258,1,אוטומטית,אפור,חברה,143325,חשמל,136
מיצובישי,אאוטלנדר,2019,1998,88901,1,אוטומטית,שחור,-,122834,בנזין,150
קיה,פיקנטו,2019,1248,126557,1,אוטומטית,כסף,-,62900,בנזין,84
מיצובישי,ASX,2020,1998,92841,1,אוטומטית,כסף מטלי,ליסינג,108414,בנזין,150
יגואר,I-PACE,2020,0,26700,1,אוטומטית,שנהב לבן,פרטי,420000,חשמל,400
יונדאי,I10,2020,1197,81130,1,אוטומטית,שנהב לבן,השכרה,64607,בנזין,84
פיג'ו,3008,2020,1499,81200,1,אוטומטית,שחור,חברה,139672,דיזל,130
סקודה,סופרב,2020,1498,125454,1,אוטומטית,אפור מטל,-,129200,בנזין,150
ניסאן,קשקאי,2019,1197,80000,1,אוטומטית,לבן,-,105000,בנזין,115
קיה,נירו,2019,1580,133653,1,אוטומטית,שנהב לבן,חברה,94393,בנזין,141
רנו,קנגו,2020,1461,106972,1,ידנית,לבן,-,88587,דיזל,95
מזראטי,קוואטרופורטה,2017,2979,124000,1,אוטומטית,-,-,235000,בנזין,410
טויוטה,קורולה,2020,1798,119140,1,אוטומטית,תכלת מטאלי,ליסינג,95700,בנזין,98
מיצובישי,ASX,2019,1998,89395,1,אוטומטית,שנהב לבן,השכרה,84275,בנזין,150
סיאט,ארונה,2019,999,83500,1,אוטומטית,שן פיל,חברה,87800,בנזין,115
מיצובישי,אאוטלנדר,2019,1998,61110,1,אוטומטית,כחול,ליסינג,132105,בנזין,150
ניסאן,אקס טרייל,2020,1749,56710,1,אוטומטית,שחור מטלי,חברה,145500,דיזל,150
טויוטה,קורולה,2019,1798,100150,1,אוטומטית,שנהב לבן,ליסינג,94100,בנזין,98
יונדאי,אקסנט,2020,1368,90659,1,אוטומטית,לבן,-,83589,בנזין,100
סקודה,קארוק,2020,1498,114950,1,אוטומטית,לבן,-,100400,בנזין,150
סיאט,ארונה,2020,999,73755,1,אוטומטית,לבן,-,87700,בנזין,115
מיצובישי,ASX,2019,1998,122610,1,אוטומטית,שנהב לבן,ליסינג,94960,בנזין,150
סקודה,קודיאק,2019,1498,116244,1,אוטומטית,שחור מטלי,ליסינג,126460,בנזין,150
מיצובישי,ASX,2020,1998,116820,1,אוטומטית,שנהב לבן,ליסינג,92500,בנזין,150
אאודי,Q2,2019,1395,44320,1,אוטומטית,שנהב לבן,חברה,134900,בנזין,150
טויוטה,קורולה,2020,1798,95786,1,אוטומטית,שנהב לבן,ליסינג,96800,בנזין,98
סיאט,אטקה,2019,1498,100026,1,אוטומטית,לבן,-,114200,בנזין,150
קיה,פיקנטו,2016,1248,74650,3,אוטומטית,כסוף כהה,-,44000,בנזין,85
פולקסווגן,טיגואן,2021,1498,42923,1,אוטומטית,שחור מטלי,ליסינג,182935,בנזין,150
סקודה,אוקטביה,2019,1498,75611,1,אוטומטית,אפור מטל,ליסינג,104432,בנזין,150
סיטרואן,C5 איירקרוס,2020,1499,50513,1,אוטומטית,שנהב לבן,ליסינג,108444,דיזל,130
קיה,סטוניק,2020,998,41000,1,אוטומטית,שנהב לבן,חברה,100500,בנזין,120
ניסאן,מיקרה,2018,1198,90000,2,ידנית,כסף מטלי,-,30000,בנזין,80
מרצדס,S-Class,2022,2925,22000,1,אוטומטית,כסף תכלת מטלי,פרטי,775000,דיזל,330
פולקסווגן,טיגואן,2021,1498,22000,1,אוטומטית,לבן,חברה,178000,בנזין,150
יונדאי,I20,2020,998,78897,1,אוטומטית,אפור מטל,ליסינג,81724,בנזין,100
יונדאי,I20,2019,998,116981,1,אוטומטית,שחור,-,64000,בנזין,100
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,שחור מטלי,חברה,169000,בנזין,155
סיטרואן,C5 איירקרוס,2020,1499,45692,1,אוטומטית,שנהב לבן,חברה,129757,דיזל,130
מרצדס,CLA,2022,1332,0,1,אוטומטית,לבן,-,289900,בנזין,136
שברולט,אקווינוקס,2020,1490,44400,1,אוטומטית,שנהב לבן,חברה,140132,בנזין,170
ב מ וו,X4,2023,1998,0,1,אוטומטית,שנהב לבן,פרטי,409900,בנזין,184
רנו,קדג'אר,2018,1197,52000,2,אוטומטית,לבן,חברה,80000,בנזין,130
מאזדה,CX-5,2019,1998,75649,1,אוטומטית,כסף,-,137404,בנזין,165
יונדאי,I10,2019,1248,79783,1,אוטומטית,כסף,השכרה,64175,בנזין,87
די. אס - ‏DS,DS5,2019,1997,50000,1,אוטומטית,שנהב לבן,חברה,177304,דיזל,177
קיה,ספורטאז,2016,1591,102358,1,אוטומטית,בז מטאלי,פרטי,76900,בנזין,133
קרייזלר,גראנד וויאג'ר,2011,3778,148125,4,אוטומטית,זהב,-,29900,בנזין,193
קיה,ספורטאז,2019,1598,95185,1,אוטומטית,שחור,-,109392,דיזל,136
מיצובישי,אאוטלנדר,2020,1998,99914,1,אוטומטית,כסף מטלי,ליסינג,128048,בנזין,150
אאודי,Q5,2015,1984,202112,1,אוטומטית,שחור מטלי,-,75000,בנזין,225
סקודה,קארוק,2019,1498,122601,1,אוטומטית,כסף מטלי,-,106999,בנזין,150
אאודי,A1,2021,999,29004,1,אוטומטית,שחור מטלי,פרטי,145000,בנזין,110
טויוטה,קורולה,2019,1798,105138,1,אוטומטית,כסף מטלי,-,108508,בנזין,98
פיג'ו,3008,2020,1499,63000,1,אוטומטית,אפור פלדה,חברה,130000,דיזל,130
סיאט,ארונה,2021,999,56890,1,אוטומטית,שנהב לבן,ליסינג,107524,בנזין,110
לנד רובר,ריינג׳ רובר,2020,1997,93000,1,אוטומטית,שחור,פרטי,652000,חשמל/בנזין,300
מאזדה,6,2020,2488,67000,2,אוטומטית,לבן,-,169900,בנזין,195
קרייזלר,גראנד צ'רוקי,2021,3604,19000,1,אוטומטית,לבן,-,268000,בנזין,286
מיצובישי,אטראז,2020,1193,79242,1,אוטומטית,אפור,ליסינג,66180,בנזין,80
סקודה,קארוק,2018,1498,92000,2,אוטומטית,אפור כהה,פרטי,110500,בנזין,150
סקודה,קארוק,2019,999,101476,1,אוטומטית,כסף מטלי,ליסינג,101690,בנזין,115
צ'רי,טיגו,2023,1598,0,1,אוטומטית,שנהב לבן,חברה,163000,בנזין,186
יונדאי,טוסון,2017,1999,117313,2,אוטומטית,בז מטאלי,-,91900,בנזין,155
יונדאי,I10,2022,1197,9300,1,אוטומטית,אפור מטל,פרטי,78500,בנזין,84
מיצובישי,אאוטלנדר,2017,1998,71000,1,אוטומטית,לבן,-,111900,בנזין,150
סקודה,אוקטביה,2019,1498,101461,1,אוטומטית,אפור מטל,חברה,110188,בנזין,150
ב מ וו,סדרה 5,2017,1997,144155,2,אוטומטית,שחור,-,137000,בנזין,184
מרצדס,CLA,2023,1332,0,1,אוטומטית,שחור,חברה,275000,בנזין,136
ב מ וו,X5,2016,4395,124000,3,אוטומטית,אפור מטל,חברה,234000,בנזין,449
פולקסווגן,אטלס,2021,1984,35500,1,אוטומטית,אפור בהיר,-,271900,בנזין,235
רנו,קליאו,2019,1461,105533,1,אוטומטית,אפור כהה מטלי,-,69735,דיזל,90
הונדה,HR-V,2019,1498,122795,1,אוטומטית,לבן,-,86900,בנזין,131
יונדאי,וניו,2020,1598,43000,1,אוטומטית,שנהב לבן,חברה,99000,בנזין,123
סיטרואן,C5 איירקרוס,2019,1499,100060,1,אוטומטית,לבן,-,93515,דיזל,130
פיג'ו,5008,2020,1598,104937,1,אוטומטית,שנהב לבן,חברה,128115,בנזין,180
פיאט,500,2020,1242,128655,1,אוטומטית,שנהב לבן,חברה,55000,בנזין,69
רנו,מגאן,2019,1332,101735,1,אוטומטית,שנהב לבן,ליסינג,78500,בנזין,140
טויוטה,קורולה,2020,1798,114401,1,אוטומטית,כסף מטלי,-,112534,בנזין,98
קיה,נירו,2020,1580,99360,1,אוטומטית,שנהב לבן,חברה,123725,בנזין,141
טסלה,מודל 3,2022,0,25091,1,אוטומטית,אפור כהה מטלי,השכרה,179000,חשמל,283
סיטרואן,C5 איירקרוס,2020,1499,93524,1,אוטומטית,שנהב לבן,ליסינג,103195,דיזל,130
פיג'ו,208,2020,1199,22543,1,אוטומטית,שנהב לבן,ליסינג,72717,בנזין,110
קיה,פיקנטו,2020,1248,25856,1,אוטומטית,שנהב לבן,ליסינג,74842,בנזין,84
סקודה,סופרב,2022,1984,24000,1,אוטומטית,שחור מטלי,פרטי,178000,בנזין,190
ניסאן,אקס טרייל,2019,1749,52230,1,אוטומטית,שחור מטלי,-,136769,דיזל,150
סקודה,קארוק,2019,999,93000,1,אוטומטית,כחול פחם מטלי,-,103000,בנזין,115
יונדאי,I10,2019,1248,70492,1,אוטומטית,כסף,השכרה,66903,בנזין,87
קיה,פיקנטו,2020,1248,86646,1,אוטומטית,כסוף כהה,השכרה,63760,בנזין,84
מיצובישי,אאוטלנדר,2018,1998,150515,1,אוטומטית,שנהב לבן,השכרה,124488,בנזין,150
מיצובישי,אטראז,2020,1193,72720,1,אוטומטית,כסוף בהיר,ליסינג,62439,בנזין,80
פיג'ו,2008,2019,1199,73514,1,אוטומטית,לבן,-,67248,בנזין,110
סקודה,קודיאק,2020,1498,73228,1,אוטומטית,אפור כהה,-,147261,בנזין,150
ניסאן,קשקאי,2020,1332,63915,1,אוטומטית,אפור מטל,חברה,133311,בנזין,160
סקודה,אוקטביה,2018,999,84000,1,אוטומטית,אפור מטל,-,88000,בנזין,115
שברולט,מאליבו,2017,1490,118000,2,אוטומטית,שנהב לבן,חברה,49000,בנזין,160
סקודה,קודיאק,2020,1498,65000,1,אוטומטית,כסף מטלי,-,155000,בנזין,150
סיטרואן,ספייסטורר,2021,1199,94448,1,אוטומטית,שנהב לבן,חברה,124950,בנזין,130
קיה,ספורטאז,2019,1598,124301,1,אוטומטית,כסף,ליסינג,96204,דיזל,136
פיג'ו,2008,2019,1199,107960,1,אוטומטית,לבן,ליסינג,67248,בנזין,110
פיג'ו,2008,2019,1199,55000,1,אוטומטית,אפור פלדה,-,78900,בנזין,110
קיה,נירו,2020,1580,76619,1,אוטומטית,אפור בהיר,חברה,131083,חשמל/בנזין,141
סיאט,ארונה,2019,999,122555,1,אוטומטית,אפור כהה,ליסינג,73800,בנזין,115
מיצובישי,אקליפס,2018,1499,53272,1,אוטומטית,שחור,-,109900,בנזין,163
מאזדה,CX-5,2019,1998,82317,1,אוטומטית,אפור,-,135254,בנזין,165
יונדאי,טוסון,2020,1999,118009,1,אוטומטית,שנהב לבן,ליסינג,104600,בנזין,155
סקודה,קודיאק,2020,1498,85506,1,אוטומטית,אפור כהה,ליסינג,151166,בנזין,150
יונדאי,סונטה,2019,1999,139913,1,אוטומטית,אפור מטל,ליסינג,113500,בנזין,154
ניסאן,אקס טרייל,2019,1598,54000,1,אוטומטית,שחור מטלי,חברה,132000,דיזל,130
פורד,קוגה,2018,1498,111000,1,אוטומטית,כסף מטלי,-,82000,בנזין,182
מיצובישי,ASX,2020,1998,82784,1,אוטומטית,שנהב לבן,חברה,113704,בנזין,150
די. אס - ‏DS,DS5,2018,1997,77695,1,אוטומטית,שחור,חברה,135680,דיזל,177
סקודה,קודיאק,2018,1968,94000,1,אוטומטית,שחור,חברה,170000,דיזל,190
די. אס - ‏DS,DS4,2022,1598,0,1,אוטומטית,לבן,חברה,214900,בנזין,225
אאודי,A1,2020,999,15040,1,אוטומטית,שחור מטלי,-,144000,בנזין,116
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,שחור מטלי,חברה,164900,בנזין,155
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,לבן,חברה,162000,בנזין,155
אאודי,Q3,2021,1984,32500,1,אוטומטית,אפור מטל,פרטי,218000,בנזין,190
פיג'ו,3008,2018,1499,52776,1,אוטומטית,זהב,-,109900,דיזל,130
אאודי,Q3,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,306702,בנזין,150
קיה,ספורטאז,2017,1591,112500,2,אוטומטית,שחור,-,97900,בנזין,177
שברולט,ספארק,2019,1399,76956,1,אוטומטית,לבן,-,69972,בנזין,98
מיצובישי,אטראז,2016,1193,198549,1,אוטומטית,אפור,ליסינג,33041,בנזין,80
רנו,קוליאוס,2021,1749,30000,1,אוטומטית,אפור מטל,פרטי,139000,דיזל,150
אלפא רומיאו,MITO,2019,1368,45000,1,אוטומטית,לבן,-,89900,בנזין,170
פיג'ו,3008,2019,1499,67167,1,אוטומטית,אפור פלדה,חברה,128790,דיזל,130
שברולט,מאליבו,2017,1490,149956,1,אוטומטית,כסף מטלי,השכרה,54083,בנזין,160
ג'יפ,רנגלר,2020,3604,53000,1,אוטומטית,שנהב לבן,חברה,355000,בנזין,280
סקודה,קודיאק,2018,1984,132300,1,אוטומטית,אפור כהה,-,157800,בנזין,180
מיצובישי,ASX,2020,1998,86007,1,אוטומטית,שנהב לבן,ליסינג,107434,בנזין,150
סקודה,אוקטביה,2020,1498,123238,1,אוטומטית,אפור מטל,ליסינג,99200,בנזין,150
סיטרואן,C3,2020,1199,55118,1,אוטומטית,אפור כהה,חברה,85622,בנזין,110
סקודה,סופרב,2019,1798,72876,1,אוטומטית,קפה מטאלי,-,155500,בנזין,180
יונדאי,I10,2020,1197,80044,1,אוטומטית,כסף,השכרה,63999,בנזין,84
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,לבן,חברה,169000,בנזין,155
טויוטה,קורולה,2019,1598,107709,1,אוטומטית,כסף מטלי,חברה,104836,בנזין,132
פיג'ו,508,2020,1598,37000,1,אוטומטית,אדום,פרטי,158000,בנזין,225
סקודה,אוקטביה,2020,1498,72219,1,אוטומטית,אפור מטל,ליסינג,106844,בנזין,150
יונדאי,אקסנט,2020,1591,56695,1,אוטומטית,כסף,ליסינג,96768,בנזין,123
ניסאן,קשקאי,2019,1461,118003,1,אוטומטית,אפור מטל,ליסינג,112301,דיזל,115
יגואר,XF,2017,1999,70000,2,אוטומטית,ברונזה,-,129000,בנזין,240
מיצובישי,אאוטלנדר,2020,1998,132804,1,אוטומטית,לבן,-,119700,בנזין,150
אופל,גרנדלנד,2021,1598,48000,1,אוטומטית,לבן,-,164900,חשמל/בנזין,180
יונדאי,אקסנט,2020,1368,98750,1,אוטומטית,אפור מטל,ליסינג,82900,בנזין,100
מיצובישי,אאוטלנדר,2019,1998,95657,1,אוטומטית,כחול,חברה,138493,בנזין,150
קיה,נירו,2018,1580,109149,1,אוטומטית,שנהב לבן,חברה,108291,בנזין,141
קיה,נירו,2020,1580,118197,1,אוטומטית,שנהב לבן,חברה,123637,בנזין,141
מיצובישי,אטראז,2016,1193,238001,1,אוטומטית,אפור,השכרה,31568,בנזין,80
מיצובישי,אאוטלנדר,2020,1998,71214,1,אוטומטית,אפור,ליסינג,136722,בנזין,150
מאזדה,2,2023,1496,0,1,אוטומטית,שחור,חברה,108500,בנזין,116
שברולט,ספארק,2020,1399,72980,1,אוטומטית,אפור מטל,חברה,55125,בנזין,98
פולקסווגן,טיגואן,2019,1984,31000,1,אוטומטית,שנהב לבן,פרטי,160000,בנזין,180
פיג'ו,208,2019,1199,15816,1,אוטומטית,שחור,ליסינג,70526,בנזין,110
טויוטה,קורולה,2019,1798,156000,1,אוטומטית,שחור מטלי,-,94900,בנזין,98
קיה,סורנטו,2019,2359,142892,1,אוטומטית,שחור,-,154241,בנזין,188
ניסאן,אקס טרייל,2017,1995,112068,1,אוטומטית,כחול מטל,-,109000,דיזל,177
קיה,נירו,2020,1580,88691,1,אוטומטית,שחור,חברה,123756,בנזין,141
מיצובישי,ASX,2019,1998,105401,1,אוטומטית,שנהב לבן,ליסינג,88216,בנזין,150
סקודה,קודיאק,2019,1498,147082,3,אוטומטית,לבן,-,130900,בנזין,150
אאודי,A3,2018,1395,72722,1,אוטומטית,אפור כהה מטלי,חברה,148000,חשמל/בנזין,204
טויוטה,קורולה,2019,1798,102507,1,אוטומטית,כסוף כהה מטלי,חברה,118970,בנזין,98
אם.ג'י - ‏MG,ZS,2020,0,61121,1,אוטומטית,תכלת,-,112900,חשמל,143
מיצובישי,אאוטלנדר,2020,1998,96610,1,אוטומטית,שנהב לבן,ליסינג,125500,בנזין,150
קיה,פיקנטו,2020,1248,36710,1,אוטומטית,כסף,חברה,78900,בנזין,84
שברולט,טראקס,2019,1364,49000,1,אוטומטית,שחור מטלי,חברה,86850,בנזין,140
איסוזו,D-MAX,2023,1898,0,1,אוטומטית,שנהב לבן,חברה,285000,דיזל,163
טויוטה,פריוס,2020,1798,118899,1,אוטומטית,שנהב לבן,ליסינג,90800,בנזין,98
מרצדס,CLA,2023,1332,0,1,אוטומטית,לבן,חברה,328000,בנזין,136
קיה,פיקנטו,2020,1248,53968,1,אוטומטית,שנהב לבן,ליסינג,71983,בנזין,84
סקודה,אוקטביה,2019,1498,119772,1,אוטומטית,אפור מטל,ליסינג,84500,בנזין,150
סקודה,קודיאק,2019,1498,129821,1,אוטומטית,שחור מטלי,-,119000,בנזין,150
סיאט,איביזה,2019,999,106745,2,אוטומטית,אפור כהה,חברה,76650,בנזין,115
מיצובישי,אאוטלנדר,2020,1998,108367,1,אוטומטית,אפור,-,123300,בנזין,150
קיה,ספורטאז,2021,1591,43079,1,אוטומטית,שחור,-,130900,בנזין,177
קיה,פיקנטו,2020,1248,71871,1,אוטומטית,כסוף כהה,ליסינג,61615,בנזין,84
מאזדה,CX-30,2020,1998,41547,1,אוטומטית,שחור,ליסינג,120965,בנזין,165
סיאט,אטקה,2019,1498,72000,1,אוטומטית,שן פיל,פרטי,123000,בנזין,150
ג'יפ,קומפאס,2019,1368,41000,2,אוטומטית,כתום,-,120000,בנזין,170
סקודה,אוקטביה,2019,999,132862,1,אוטומטית,לבן,-,83900,בנזין,115
סקודה,אוקטביה,2019,999,83000,1,אוטומטית,כסף מטלי,פרטי,104000,בנזין,115
סקודה,אוקטביה,2019,1498,96589,1,אוטומטית,אפור מטל,ליסינג,100827,בנזין,150
סקודה,אוקטביה,2019,1498,96170,1,אוטומטית,אפור מטל,-,83500,בנזין,150
